company_id,month,tickets_raised,avg_resolution_hours,tickets_breached_sla
CUST_0012,2023-12-01,5,22.2,0
CUST_0012,2024-01-01,4,22.5,0
CUST_0012,2024-02-01,8,19.7,0
CUST_0012,2024-03-01,4,21.1,1
CUST_0012,2024-04-01,5,10.5,1
CUST_0012,2024-05-01,8,15.8,1
CUST_0012,2024-06-01,4,9.2,1
CUST_0012,2024-07-01,9,16.6,0
CUST_0012,2024-08-01,6,11.5,0
CUST_0012,2024-09-01,5,26.3,0
CUST_0012,2024-10-01,3,14.7,1
CUST_0012,2024-11-01,3,20.9,1
CUST_0012,2024-12-01,2,20.3,1
CUST_0012,2025-01-01,2,15.6,1
CUST_0013,2024-03-01,5,14.5,1
CUST_0013,2024-04-01,4,15.3,1
CUST_0013,2024-05-01,2,16.6,1
CUST_0013,2024-06-01,6,22.3,0
CUST_0013,2024-07-01,3,15.1,0
CUST_0013,2024-08-01,3,22.4,0
CUST_0013,2024-09-01,5,24.9,1
CUST_0013,2024-10-01,3,10.8,0
CUST_0013,2024-11-01,2,17.4,1
CUST_0013,2024-12-01,3,31.8,1
CUST_0013,2025-01-01,6,18.2,0
CUST_0014,2024-06-01,5,7.6,1
CUST_0014,2024-07-01,5,17.0,1
CUST_0014,2024-08-01,3,20.7,0
CUST_0014,2024-09-01,5,26.1,0
CUST_0014,2024-10-01,4,6.9,0
CUST_0014,2024-11-01,6,20.9,1
CUST_0014,2024-12-01,4,11.4,0
CUST_0014,2025-01-01,5,14.5,0
CUST_0015,2023-08-01,5,10.0,0
CUST_0015,2023-09-01,5,13.2,0
CUST_0015,2023-10-01,1,19.9,1
CUST_0015,2023-11-01,1,5.0,1
CUST_0015,2023-12-01,3,15.6,1
CUST_0015,2024-01-01,3,16.5,0
CUST_0015,2024-02-01,2,11.1,0
CUST_0015,2024-03-01,4,15.8,1
CUST_0015,2024-04-01,1,16.5,0
CUST_0015,2024-05-01,2,11.9,1
CUST_0015,2024-06-01,3,13.5,0
CUST_0015,2024-07-01,3,8.1,0
CUST_0015,2024-08-01,3,14.0,1
CUST_0015,2024-09-01,2,7.9,0
CUST_0015,2024-10-01,3,14.3,1
CUST_0015,2024-11-01,1,17.0,0
CUST_0015,2024-12-01,3,9.2,0
CUST_0015,2025-01-01,4,14.5,1
CUST_0016,2024-01-01,6,17.8,0
CUST_0016,2024-02-01,2,8.4,1
CUST_0016,2024-03-01,1,26.8,0
CUST_0016,2024-04-01,5,11.4,1
CUST_0016,2024-05-01,6,16.1,0
CUST_0016,2024-06-01,4,19.4,0
CUST_0016,2024-07-01,3,11.2,1
CUST_0016,2024-08-01,3,26.7,1
CUST_0016,2024-09-01,3,21.8,1
CUST_0016,2024-10-01,6,22.2,0
CUST_0016,2024-11-01,1,23.9,0
CUST_0016,2024-12-01,3,16.5,1
CUST_0016,2025-01-01,5,19.6,0
CUST_0017,2023-02-01,2,18.6,1
CUST_0017,2023-03-01,3,21.9,0
CUST_0017,2023-04-01,2,30.6,0
CUST_0017,2023-05-01,2,16.9,1
CUST_0017,2023-06-01,3,19.4,1
CUST_0017,2023-07-01,2,5.6,1
CUST_0017,2023-08-01,0,19.4,0
CUST_0017,2023-09-01,6,19.8,0
CUST_0017,2023-10-01,1,36.0,0
CUST_0017,2023-11-01,1,12.2,1
CUST_0017,2023-12-01,1,20.8,0
CUST_0017,2024-01-01,9,32.5,2
CUST_0017,2024-02-01,4,25.0,1
CUST_0017,2024-03-01,1,22.7,1
CUST_0017,2024-04-01,1,27.1,0
CUST_0017,2024-05-01,4,22.7,1
CUST_0017,2024-06-01,4,34.2,1
CUST_0017,2024-07-01,5,23.7,1
CUST_0017,2024-08-01,8,21.5,0
CUST_0017,2024-09-01,2,35.4,1
CUST_0017,2024-10-01,1,31.1,0
CUST_0017,2024-11-01,2,15.4,0
CUST_0017,2024-12-01,4,28.0,1
CUST_0017,2025-01-01,1,26.4,0
CUST_0018,2024-08-01,11,57.5,6
CUST_0018,2024-09-01,8,58.8,4
CUST_0018,2024-10-01,10,67.7,7
CUST_0018,2024-11-01,9,49.4,4
CUST_0018,2024-12-01,13,52.1,5
CUST_0018,2025-01-01,9,57.9,4
CUST_0019,2024-06-01,3,22.1,0
CUST_0019,2024-07-01,1,22.5,0
CUST_0019,2024-08-01,2,43.3,1
CUST_0019,2024-09-01,3,11.2,1
CUST_0019,2024-10-01,4,25.0,0
CUST_0019,2024-11-01,4,21.4,1
CUST_0019,2024-12-01,3,29.9,1
CUST_0019,2025-01-01,3,23.8,0
CUST_0020,2024-11-01,9,47.4,3
CUST_0020,2024-12-01,7,64.3,4
CUST_0020,2025-01-01,7,45.7,3
CUST_0021,2024-12-01,6,70.8,4
CUST_0021,2025-01-01,5,72.3,4
CUST_0022,2023-07-01,7,27.0,1
CUST_0022,2023-08-01,9,34.9,2
CUST_0022,2023-09-01,10,39.2,3
CUST_0022,2023-10-01,6,31.9,1
CUST_0022,2023-11-01,8,35.3,2
CUST_0022,2023-12-01,5,31.0,1
CUST_0022,2024-01-01,10,34.7,2
CUST_0022,2024-02-01,3,35.9,1
CUST_0022,2024-03-01,6,29.4,1
CUST_0022,2024-04-01,7,42.2,3
CUST_0022,2024-05-01,12,32.0,1
CUST_0022,2024-06-01,7,38.9,2
CUST_0022,2024-07-01,17,49.3,6
CUST_0022,2024-08-01,13,32.7,2
CUST_0022,2024-09-01,11,37.7,2
CUST_0022,2024-10-01,3,39.6,1
CUST_0022,2024-11-01,8,28.3,1
CUST_0022,2024-12-01,10,30.3,2
CUST_0022,2025-01-01,13,26.7,1
CUST_0023,2023-05-01,4,19.0,0
CUST_0023,2023-06-01,2,14.4,0
CUST_0023,2023-07-01,2,18.1,0
CUST_0023,2023-08-01,7,16.8,0
CUST_0023,2023-09-01,4,26.9,1
CUST_0023,2023-10-01,6,17.3,0
CUST_0023,2023-11-01,4,31.4,1
CUST_0023,2023-12-01,3,12.5,1
CUST_0023,2024-01-01,5,16.3,0
CUST_0023,2024-02-01,2,17.8,1
CUST_0023,2024-03-01,3,34.9,1
CUST_0023,2024-04-01,3,18.1,1
CUST_0023,2024-05-01,3,16.9,0
CUST_0023,2024-06-01,7,19.7,1
CUST_0023,2024-07-01,8,14.7,0
CUST_0023,2024-08-01,4,14.2,1
CUST_0023,2024-09-01,9,16.1,1
CUST_0023,2024-10-01,2,17.4,1
CUST_0023,2024-11-01,2,18.2,1
CUST_0023,2024-12-01,5,6.6,0
CUST_0023,2025-01-01,6,16.8,0
CUST_0024,2023-09-01,3,50.4,2
CUST_0024,2023-10-01,9,37.4,2
CUST_0024,2023-11-01,2,40.6,1
CUST_0024,2023-12-01,7,45.8,2
CUST_0024,2024-01-01,7,39.0,2
CUST_0024,2024-02-01,8,40.2,3
CUST_0024,2024-03-01,6,40.5,2
CUST_0024,2024-04-01,4,30.4,1
CUST_0024,2024-05-01,6,47.0,2
CUST_0024,2024-06-01,7,50.2,3
CUST_0024,2024-07-01,5,35.5,1
CUST_0024,2024-08-01,9,49.5,4
CUST_0025,2023-11-01,6,68.4,4
CUST_0025,2023-12-01,11,76.0,9
CUST_0025,2024-01-01,14,80.4,12
CUST_0025,2024-02-01,7,64.7,4
CUST_0026,2024-01-01,3,11.2,1
CUST_0026,2024-02-01,7,18.5,1
CUST_0026,2024-03-01,8,9.1,0
CUST_0026,2024-04-01,6,19.1,1
CUST_0026,2024-05-01,4,16.8,0
CUST_0026,2024-06-01,5,20.1,1
CUST_0026,2024-07-01,8,20.7,0
CUST_0026,2024-08-01,1,24.2,1
CUST_0026,2024-09-01,5,15.9,0
CUST_0026,2024-10-01,1,28.0,0
CUST_0026,2024-11-01,7,30.7,1
CUST_0026,2024-12-01,3,18.4,1
CUST_0026,2025-01-01,6,17.1,0
CUST_0027,2024-09-01,6,24.3,0
CUST_0027,2024-10-01,8,25.8,0
CUST_0027,2024-11-01,7,7.0,1
CUST_0027,2024-12-01,5,27.5,0
CUST_0027,2025-01-01,2,10.6,1
CUST_0028,2023-04-01,4,18.2,0
CUST_0028,2023-05-01,4,20.5,1
CUST_0028,2023-06-01,4,19.5,0
CUST_0028,2023-07-01,4,20.0,0
CUST_0028,2023-08-01,8,20.7,1
CUST_0028,2023-09-01,8,15.8,0
CUST_0028,2023-10-01,3,7.3,1
CUST_0028,2023-11-01,2,13.0,0
CUST_0028,2023-12-01,2,23.9,0
CUST_0028,2024-01-01,4,16.4,0
CUST_0028,2024-02-01,3,23.1,0
CUST_0028,2024-03-01,8,19.0,0
CUST_0028,2024-04-01,3,26.6,0
CUST_0028,2024-05-01,3,25.1,0
CUST_0028,2024-06-01,4,20.1,0
CUST_0028,2024-07-01,6,16.2,1
CUST_0028,2024-08-01,0,18.8,0
CUST_0028,2024-09-01,5,25.1,1
CUST_0028,2024-10-01,8,23.1,0
CUST_0028,2024-11-01,2,27.3,0
CUST_0028,2024-12-01,3,30.1,0
CUST_0028,2025-01-01,8,9.0,0
CUST_0029,2024-03-01,7,76.1,6
CUST_0029,2024-04-01,6,67.8,4
CUST_0029,2024-05-01,12,71.6,8
CUST_0030,2024-11-01,7,29.7,1
CUST_0030,2024-12-01,7,21.3,1
CUST_0030,2025-01-01,6,24.2,0
CUST_0031,2023-02-01,7,10.9,0
CUST_0031,2023-03-01,3,22.1,0
CUST_0031,2023-04-01,3,12.1,1
CUST_0031,2023-05-01,9,15.0,1
CUST_0031,2023-06-01,6,15.6,1
CUST_0031,2023-07-01,4,25.4,0
CUST_0031,2023-08-01,4,19.7,0
CUST_0031,2023-09-01,1,4.0,0
CUST_0031,2023-10-01,3,19.9,1
CUST_0031,2023-11-01,7,20.8,1
CUST_0031,2023-12-01,7,15.1,1
CUST_0031,2024-01-01,6,14.6,1
CUST_0031,2024-02-01,3,27.4,1
CUST_0031,2024-03-01,6,17.7,0
CUST_0031,2024-04-01,7,29.8,2
CUST_0031,2024-05-01,5,20.7,0
CUST_0031,2024-06-01,6,17.2,0
CUST_0031,2024-07-01,7,27.4,1
CUST_0031,2024-08-01,3,18.7,0
CUST_0031,2024-09-01,6,11.8,0
CUST_0031,2024-10-01,2,19.6,0
CUST_0031,2024-11-01,4,15.4,0
CUST_0031,2024-12-01,4,8.2,1
CUST_0031,2025-01-01,9,14.2,1
CUST_0032,2024-06-01,4,33.2,1
CUST_0032,2024-07-01,8,36.3,2
CUST_0032,2024-08-01,9,41.8,3
CUST_0032,2024-09-01,9,35.7,2
CUST_0032,2024-10-01,8,42.7,3
CUST_0032,2024-11-01,10,29.3,1
CUST_0032,2024-12-01,9,48.4,4
CUST_0032,2025-01-01,7,36.0,2
CUST_0033,2024-10-01,5,15.0,0
CUST_0033,2024-11-01,2,9.0,0
CUST_0033,2024-12-01,3,15.1,1
CUST_0033,2025-01-01,4,6.2,1
CUST_0034,2024-07-01,3,22.6,1
CUST_0034,2024-08-01,5,22.6,1
CUST_0034,2024-09-01,2,21.8,0
CUST_0034,2024-10-01,3,13.4,0
CUST_0034,2024-11-01,8,17.3,1
CUST_0034,2024-12-01,1,3.7,1
CUST_0034,2025-01-01,3,21.6,0
CUST_0035,2024-12-01,8,54.1,4
CUST_0035,2025-01-01,6,56.0,3
CUST_0036,2023-11-01,5,15.1,0
CUST_0036,2023-12-01,1,22.0,0
CUST_0036,2024-01-01,6,26.7,1
CUST_0036,2024-02-01,2,29.2,1
CUST_0036,2024-03-01,3,33.6,1
CUST_0036,2024-04-01,3,31.0,1
CUST_0036,2024-05-01,3,12.9,0
CUST_0036,2024-06-01,0,16.3,0
CUST_0036,2024-07-01,2,32.9,1
CUST_0036,2024-08-01,6,28.0,1
CUST_0036,2024-09-01,0,18.3,0
CUST_0036,2024-10-01,0,28.2,0
CUST_0036,2024-11-01,0,14.3,0
CUST_0036,2024-12-01,5,24.0,1
CUST_0036,2025-01-01,4,15.9,0
CUST_0037,2024-03-01,3,19.1,0
CUST_0037,2024-04-01,8,15.4,0
CUST_0037,2024-05-01,6,13.7,0
CUST_0037,2024-06-01,7,20.9,0
CUST_0037,2024-07-01,2,24.4,0
CUST_0037,2024-08-01,2,26.2,0
CUST_0038,2024-08-01,4,26.3,0
CUST_0038,2024-09-01,7,24.2,0
CUST_0038,2024-10-01,1,34.8,1
CUST_0038,2024-11-01,6,26.3,1
CUST_0038,2024-12-01,3,25.4,0
CUST_0038,2025-01-01,0,28.5,0
CUST_0039,2024-01-01,3,67.7,2
CUST_0039,2024-02-01,6,68.4,4
CUST_0039,2024-03-01,7,60.9,4
CUST_0039,2024-04-01,8,62.0,4
CUST_0039,2024-05-01,6,67.4,4
CUST_0039,2024-06-01,9,81.5,8
CUST_0039,2024-07-01,12,74.6,8
CUST_0039,2024-08-01,7,70.4,5
CUST_0039,2024-09-01,14,69.6,9
CUST_0039,2024-10-01,13,72.3,9
CUST_0039,2024-11-01,7,61.9,4
CUST_0039,2024-12-01,8,74.0,6
CUST_0039,2025-01-01,10,67.4,6
CUST_0040,2023-09-01,7,51.2,3
CUST_0040,2023-10-01,8,39.2,2
CUST_0040,2023-11-01,2,40.1,1
CUST_0040,2023-12-01,6,41.7,2
CUST_0040,2024-01-01,3,40.4,2
CUST_0040,2024-02-01,16,42.1,5
CUST_0040,2024-03-01,8,39.9,2
CUST_0040,2024-04-01,4,44.0,1
CUST_0040,2024-05-01,3,49.1,1
CUST_0040,2024-06-01,12,51.7,5
CUST_0040,2024-07-01,6,51.7,3
CUST_0040,2024-08-01,7,40.4,3
CUST_0040,2024-09-01,14,31.0,1
CUST_0040,2024-10-01,8,46.7,3
CUST_0040,2024-11-01,10,34.8,2
CUST_0040,2024-12-01,11,48.5,4
CUST_0040,2025-01-01,9,39.5,3
CUST_0041,2024-12-01,9,52.1,4
CUST_0041,2025-01-01,8,57.8,4
CUST_0042,2023-02-01,8,36.9,2
CUST_0042,2023-03-01,6,31.4,1
CUST_0042,2023-04-01,5,43.1,2
CUST_0042,2023-05-01,6,39.6,2
CUST_0042,2023-06-01,3,27.8,1
CUST_0042,2023-07-01,6,31.8,1
CUST_0042,2023-08-01,8,33.7,1
CUST_0042,2023-09-01,12,34.9,3
CUST_0042,2023-10-01,9,28.1,1
CUST_0042,2023-11-01,9,32.1,2
CUST_0042,2023-12-01,6,31.0,1
CUST_0042,2024-01-01,4,26.5,1
CUST_0042,2024-02-01,4,31.6,1
CUST_0042,2024-03-01,5,42.4,2
CUST_0042,2024-04-01,5,43.0,2
CUST_0042,2024-05-01,8,40.5,2
CUST_0042,2024-06-01,6,35.6,2
CUST_0042,2024-07-01,8,34.2,2
CUST_0042,2024-08-01,12,32.7,2
CUST_0043,2023-06-01,6,3.6,0
CUST_0043,2023-07-01,5,13.7,0
CUST_0043,2023-08-01,3,2.0,0
CUST_0043,2023-09-01,7,9.9,0
CUST_0043,2023-10-01,6,17.9,1
CUST_0043,2023-11-01,7,10.0,0
CUST_0043,2023-12-01,8,9.8,0
CUST_0043,2024-01-01,6,15.0,0
CUST_0043,2024-02-01,7,14.9,1
CUST_0043,2024-03-01,4,16.4,0
CUST_0043,2024-04-01,3,6.0,1
CUST_0043,2024-05-01,5,22.3,1
CUST_0043,2024-06-01,5,6.4,1
CUST_0043,2024-07-01,9,17.0,0
CUST_0043,2024-08-01,5,12.8,0
CUST_0043,2024-09-01,4,10.7,1
CUST_0043,2024-10-01,2,11.9,0
CUST_0043,2024-11-01,1,14.7,0
CUST_0043,2024-12-01,8,11.2,0
CUST_0043,2025-01-01,3,10.3,0
CUST_0044,2024-06-01,4,41.7,2
CUST_0044,2024-07-01,11,39.6,3
CUST_0044,2024-08-01,6,47.9,3
CUST_0044,2024-09-01,7,25.8,0
CUST_0044,2024-10-01,10,32.6,2
CUST_0044,2024-11-01,10,43.5,3
CUST_0044,2024-12-01,5,43.3,2
CUST_0044,2025-01-01,8,49.5,3
CUST_0045,2023-02-01,10,30.6,2
CUST_0045,2023-03-01,4,39.2,1
CUST_0045,2023-04-01,7,35.0,1
CUST_0045,2023-05-01,14,28.8,2
CUST_0045,2023-06-01,5,33.9,1
CUST_0045,2023-07-01,8,34.2,2
CUST_0045,2023-08-01,7,34.8,1
CUST_0045,2023-09-01,4,29.4,1
CUST_0045,2023-10-01,9,23.3,0
CUST_0045,2023-11-01,15,24.6,0
CUST_0045,2023-12-01,6,24.6,1
CUST_0045,2024-01-01,7,24.3,1
CUST_0045,2024-02-01,6,46.6,2
CUST_0045,2024-03-01,10,19.1,1
CUST_0045,2024-04-01,10,41.7,3
CUST_0045,2024-05-01,15,36.4,3
CUST_0045,2024-06-01,6,27.1,1
CUST_0045,2024-07-01,8,38.3,2
CUST_0045,2024-08-01,5,33.6,2
CUST_0045,2024-09-01,8,30.3,1
CUST_0045,2024-10-01,16,41.4,5
CUST_0045,2024-11-01,7,17.3,0
CUST_0045,2024-12-01,11,32.0,1
CUST_0045,2025-01-01,7,24.6,0
CUST_0046,2024-08-01,1,30.2,1
CUST_0046,2024-09-01,4,31.2,0
CUST_0046,2024-10-01,3,29.9,1
CUST_0046,2024-11-01,4,27.2,0
CUST_0046,2024-12-01,9,21.0,1
CUST_0046,2025-01-01,3,14.9,0
CUST_0047,2024-09-01,7,35.2,1
CUST_0047,2024-10-01,10,35.7,2
CUST_0047,2024-11-01,4,43.4,2
CUST_0047,2024-12-01,10,43.1,3
CUST_0047,2025-01-01,9,40.3,2
CUST_0048,2023-09-01,9,110.3,9
CUST_0048,2023-10-01,4,90.9,4
CUST_0048,2023-11-01,11,95.3,11
CUST_0048,2023-12-01,12,80.6,10
CUST_0048,2024-01-01,6,90.4,6
CUST_0048,2024-02-01,11,97.0,11
CUST_0048,2024-03-01,6,100.4,6
CUST_0048,2024-04-01,13,101.1,13
CUST_0048,2024-05-01,14,96.7,14
CUST_0048,2024-06-01,13,91.3,13
CUST_0048,2024-07-01,9,97.2,9
CUST_0048,2024-08-01,12,100.8,12
CUST_0048,2024-09-01,19,102.1,19
CUST_0048,2024-10-01,7,101.0,7
CUST_0048,2024-11-01,9,97.4,9
CUST_0048,2024-12-01,10,99.9,10
CUST_0048,2025-01-01,11,100.8,11
CUST_0049,2023-11-01,3,23.7,1
CUST_0049,2023-12-01,5,19.1,1
CUST_0049,2024-01-01,6,22.0,0
CUST_0049,2024-02-01,2,29.4,1
CUST_0049,2024-03-01,6,21.8,0
CUST_0049,2024-04-01,5,21.5,1
CUST_0049,2024-05-01,2,5.9,0
CUST_0049,2024-06-01,5,28.2,1
CUST_0049,2024-07-01,4,17.0,0
CUST_0049,2024-08-01,7,24.0,0
CUST_0049,2024-09-01,5,22.8,0
CUST_0049,2024-10-01,1,13.7,0
CUST_0049,2024-11-01,4,24.6,0
CUST_0049,2024-12-01,4,24.7,1
CUST_0049,2025-01-01,5,14.7,1
CUST_0050,2024-10-01,6,17.5,1
CUST_0050,2024-11-01,7,12.5,1
CUST_0050,2024-12-01,4,16.1,1
CUST_0050,2025-01-01,4,24.4,0
CUST_0051,2023-08-01,2,20.9,0
CUST_0051,2023-09-01,2,26.4,0
CUST_0051,2023-10-01,4,14.2,0
CUST_0051,2023-11-01,4,19.1,0
CUST_0051,2023-12-01,4,7.5,1
CUST_0051,2024-01-01,1,21.5,0
CUST_0051,2024-02-01,6,19.3,0
CUST_0051,2024-03-01,5,15.5,0
CUST_0051,2024-04-01,1,16.5,0
CUST_0051,2024-05-01,3,26.0,1
CUST_0051,2024-06-01,3,10.3,1
CUST_0051,2024-07-01,3,17.6,0
CUST_0051,2024-08-01,6,16.1,1
CUST_0051,2024-09-01,3,20.6,0
CUST_0051,2024-10-01,1,12.6,0
CUST_0051,2024-11-01,5,10.8,0
CUST_0051,2024-12-01,5,8.8,0
CUST_0051,2025-01-01,6,29.8,1
CUST_0052,2024-09-01,8,29.0,1
CUST_0052,2024-10-01,7,19.1,1
CUST_0052,2024-11-01,8,30.1,1
CUST_0052,2024-12-01,6,29.5,1
CUST_0052,2025-01-01,2,20.0,1
CUST_0053,2024-08-01,8,29.5,2
CUST_0053,2024-09-01,6,31.2,1
CUST_0053,2024-10-01,12,28.6,1
CUST_0053,2024-11-01,12,36.8,3
CUST_0053,2024-12-01,5,31.7,1
CUST_0053,2025-01-01,10,43.5,3
CUST_0054,2024-10-01,4,17.0,0
CUST_0054,2024-11-01,5,24.8,1
CUST_0054,2024-12-01,3,19.9,0
CUST_0054,2025-01-01,6,20.9,0
CUST_0055,2024-02-01,3,18.5,0
CUST_0055,2024-03-01,3,25.9,0
CUST_0055,2024-04-01,1,27.7,0
CUST_0055,2024-05-01,5,20.6,1
CUST_0055,2024-06-01,3,20.3,0
CUST_0055,2024-07-01,5,18.6,0
CUST_0055,2024-08-01,3,23.3,1
CUST_0055,2024-09-01,4,17.9,0
CUST_0055,2024-10-01,3,19.5,0
CUST_0055,2024-11-01,4,12.5,1
CUST_0055,2024-12-01,3,14.0,1
CUST_0055,2025-01-01,8,12.5,1
CUST_0056,2023-12-01,4,26.1,0
CUST_0056,2024-01-01,6,31.3,1
CUST_0056,2024-02-01,5,18.5,0
CUST_0056,2024-03-01,7,30.2,2
CUST_0056,2024-04-01,7,17.9,1
CUST_0056,2024-05-01,5,32.4,1
CUST_0056,2024-06-01,11,23.8,1
CUST_0056,2024-07-01,11,30.1,1
CUST_0056,2024-08-01,8,22.0,0
CUST_0056,2024-09-01,9,22.4,1
CUST_0056,2024-10-01,4,21.1,1
CUST_0056,2024-11-01,9,14.8,0
CUST_0056,2024-12-01,9,23.0,1
CUST_0056,2025-01-01,6,16.2,0
CUST_0057,2023-10-01,4,22.1,1
CUST_0057,2023-11-01,4,23.1,0
CUST_0057,2023-12-01,3,34.0,1
CUST_0057,2024-01-01,3,23.0,0
CUST_0057,2024-02-01,5,31.3,1
CUST_0057,2024-03-01,0,36.3,0
CUST_0057,2024-04-01,6,22.4,1
CUST_0057,2024-05-01,6,23.6,0
CUST_0057,2024-06-01,2,24.5,1
CUST_0057,2024-07-01,5,20.6,1
CUST_0057,2024-08-01,6,20.1,0
CUST_0057,2024-09-01,4,31.5,1
CUST_0057,2024-10-01,2,13.0,1
CUST_0057,2024-11-01,5,25.7,1
CUST_0057,2024-12-01,4,15.9,0
CUST_0057,2025-01-01,7,23.7,1
CUST_0058,2024-11-01,4,25.1,0
CUST_0058,2024-12-01,8,12.2,1
CUST_0058,2025-01-01,4,17.3,0
CUST_0059,2024-08-01,8,18.1,0
