company_id,month,invoice_amount,payment_delay_days,payment_failed
CUST_0009,2024-08-01,98019,2,0
CUST_0009,2024-09-01,98019,0,0
CUST_0009,2024-10-01,98019,0,0
CUST_0009,2024-11-01,98019,0,0
CUST_0009,2024-12-01,98019,7,0
CUST_0009,2025-01-01,98019,1,0
CUST_0010,2024-06-01,61080,1,0
CUST_0010,2024-07-01,61080,6,0
CUST_0010,2024-08-01,61080,0,0
CUST_0010,2024-09-01,61080,1,0
CUST_0010,2024-10-01,61080,5,0
CUST_0010,2024-11-01,61080,3,0
CUST_0010,2024-12-01,61080,3,0
CUST_0010,2025-01-01,61080,5,0
CUST_0011,2024-01-01,120667,3,0
CUST_0011,2024-02-01,120667,8,0
CUST_0011,2024-03-01,120667,4,0
CUST_0011,2024-04-01,120667,6,0
CUST_0011,2024-05-01,120667,9,0
CUST_0011,2024-06-01,120667,0,0
CUST_0011,2024-07-01,120667,1,0
CUST_0011,2024-08-01,120667,7,0
CUST_0011,2024-09-01,120667,0,0
CUST_0011,2024-10-01,120667,2,0
CUST_0011,2024-11-01,120667,0,0
CUST_0011,2024-12-01,120667,4,0
CUST_0011,2025-01-01,120667,0,0
CUST_0012,2023-04-01,54354,0,0
CUST_0012,2023-05-01,54354,0,0
CUST_0012,2023-06-01,54354,6,0
CUST_0012,2023-07-01,54354,3,0
CUST_0012,2023-08-01,54354,6,0
CUST_0012,2023-09-01,54354,3,0
CUST_0012,2023-10-01,54354,1,0
CUST_0012,2023-11-01,54354,5,0
CUST_0012,2023-12-01,54354,9,0
CUST_0012,2024-01-01,54354,7,0
CUST_0012,2024-02-01,54354,7,0
CUST_0012,2024-03-01,54354,5,0
CUST_0012,2024-04-01,54354,6,0
CUST_0012,2024-05-01,54354,1,0
CUST_0012,2024-06-01,54354,7,0
CUST_0012,2024-07-01,54354,9,0
CUST_0012,2024-08-01,54354,2,0
CUST_0012,2024-09-01,54354,3,0
CUST_0012,2024-10-01,54354,6,0
CUST_0012,2024-11-01,54354,4,0
CUST_0012,2024-12-01,54354,7,0
CUST_0012,2025-01-01,54354,1,0
CUST_0013,2024-03-01,28176,3,0
CUST_0013,2024-04-01,28176,2,0
CUST_0013,2024-05-01,28176,0,0
CUST_0013,2024-06-01,28176,0,0
CUST_0013,2024-07-01,28176,1,0
CUST_0013,2024-08-01,28176,5,0
CUST_0013,2024-09-01,28176,0,0
CUST_0013,2024-10-01,28176,1,0
CUST_0013,2024-11-01,28176,2,0
CUST_0013,2024-12-01,28176,6,0
CUST_0013,2025-01-01,28176,3,0
CUST_0014,2024-06-01,7383,0,0
CUST_0014,2024-07-01,7383,2,0
CUST_0014,2024-08-01,7383,16,0
CUST_0014,2024-09-01,7383,7,0
CUST_0014,2024-10-01,7383,3,0
CUST_0014,2024-11-01,7383,6,0
CUST_0014,2024-12-01,7383,4,0
CUST_0014,2025-01-01,7383,7,0
CUST_0015,2023-08-01,13228,0,0
CUST_0015,2023-09-01,13228,0,0
CUST_0015,2023-10-01,13228,2,0
CUST_0015,2023-11-01,13228,0,0
CUST_0015,2023-12-01,13228,6,0
CUST_0015,2024-01-01,13228,1,0
CUST_0015,2024-02-01,13228,1,0
CUST_0015,2024-03-01,13228,3,0
CUST_0015,2024-04-01,13228,0,0
CUST_0015,2024-05-01,13228,0,0
CUST_0015,2024-06-01,13228,13,0
CUST_0015,2024-07-01,13228,0,0
CUST_0015,2024-08-01,13228,0,0
CUST_0015,2024-09-01,13228,0,0
CUST_0015,2024-10-01,13228,1,0
CUST_0015,2024-11-01,13228,2,0
CUST_0015,2024-12-01,13228,3,0
CUST_0015,2025-01-01,13228,10,0
CUST_0016,2024-01-01,74688,3,0
CUST_0016,2024-02-01,74688,0,0
CUST_0016,2024-03-01,74688,0,0
CUST_0016,2024-04-01,74688,0,0
CUST_0016,2024-05-01,74688,5,0
CUST_0016,2024-06-01,74688,0,0
CUST_0016,2024-07-01,74688,0,0
CUST_0016,2024-08-01,74688,1,0
CUST_0016,2024-09-01,74688,5,0
CUST_0016,2024-10-01,74688,4,0
CUST_0016,2024-11-01,74688,0,0
CUST_0016,2024-12-01,74688,0,0
CUST_0016,2025-01-01,74688,6,0
CUST_0017,2023-02-01,95598,10,0
CUST_0017,2023-03-01,95598,0,0
CUST_0017,2023-04-01,95598,0,0
CUST_0017,2023-05-01,95598,1,0
CUST_0017,2023-06-01,95598,7,0
CUST_0017,2023-07-01,95598,6,0
CUST_0017,2023-08-01,95598,0,0
CUST_0017,2023-09-01,95598,0,0
CUST_0017,2023-10-01,95598,8,0
CUST_0017,2023-11-01,95598,2,0
CUST_0017,2023-12-01,95598,5,0
CUST_0017,2024-01-01,95598,0,0
CUST_0017,2024-02-01,95598,0,0
CUST_0017,2024-03-01,95598,2,0
CUST_0017,2024-04-01,95598,6,0
CUST_0017,2024-05-01,95598,0,0
CUST_0017,2024-06-01,95598,10,0
CUST_0017,2024-07-01,95598,0,0
CUST_0017,2024-08-01,95598,3,0
CUST_0017,2024-09-01,95598,7,0
CUST_0017,2024-10-01,95598,9,0
CUST_0017,2024-11-01,95598,6,0
CUST_0017,2024-12-01,95598,10,0
CUST_0017,2025-01-01,95598,2,0
CUST_0018,2024-08-01,9899,14,0
CUST_0018,2024-09-01,9899,16,0
CUST_0018,2024-10-01,9899,16,0
CUST_0018,2024-11-01,9899,10,0
CUST_0018,2024-12-01,9899,18,0
CUST_0018,2025-01-01,9899,17,0
CUST_0019,2024-06-01,11945,0,0
CUST_0019,2024-07-01,11945,4,0
CUST_0019,2024-08-01,11945,2,0
CUST_0019,2024-09-01,11945,0,0
CUST_0019,2024-10-01,11945,3,0
CUST_0019,2024-11-01,11945,0,0
CUST_0019,2024-12-01,11945,0,0
CUST_0019,2025-01-01,11945,3,0
CUST_0020,2024-11-01,8915,21,0
CUST_0020,2024-12-01,8915,17,0
CUST_0020,2025-01-01,8915,18,0
CUST_0021,2024-12-01,70803,5,0
CUST_0021,2025-01-01,70803,12,0
CUST_0022,2023-07-01,14659,1,0
CUST_0022,2023-08-01,14659,0,0
CUST_0022,2023-09-01,14659,0,0
CUST_0022,2023-10-01,14659,7,0
CUST_0022,2023-11-01,14659,0,0
CUST_0022,2023-12-01,14659,6,0
CUST_0022,2024-01-01,14659,2,0
CUST_0022,2024-02-01,14659,0,0
CUST_0022,2024-03-01,14659,5,0
CUST_0022,2024-04-01,14659,0,0
CUST_0022,2024-05-01,14659,4,0
CUST_0022,2024-06-01,14659,6,0
CUST_0022,2024-07-01,14659,6,0
CUST_0022,2024-08-01,14659,3,0
CUST_0022,2024-09-01,14659,4,0
CUST_0022,2024-10-01,14659,4,0
CUST_0022,2024-11-01,14659,5,0
CUST_0022,2024-12-01,14659,7,0
CUST_0022,2025-01-01,14659,6,0
CUST_0023,2023-05-01,162640,6,0
CUST_0023,2023-06-01,162640,0,0
CUST_0023,2023-07-01,162640,0,0
CUST_0023,2023-08-01,162640,0,0
CUST_0023,2023-09-01,162640,2,0
CUST_0023,2023-10-01,162640,2,0
CUST_0023,2023-11-01,162640,5,0
CUST_0023,2023-12-01,162640,2,0
CUST_0023,2024-01-01,162640,8,0
CUST_0023,2024-02-01,162640,0,0
CUST_0023,2024-03-01,162640,4,0
CUST_0023,2024-04-01,162640,4,0
CUST_0023,2024-05-01,162640,6,0
CUST_0023,2024-06-01,162640,4,0
CUST_0023,2024-07-01,162640,2,0
CUST_0023,2024-08-01,162640,6,0
CUST_0023,2024-09-01,162640,0,0
CUST_0023,2024-10-01,162640,1,0
CUST_0023,2024-11-01,162640,2,0
CUST_0023,2024-12-01,162640,2,0
CUST_0023,2025-01-01,162640,1,0
CUST_0024,2023-09-01,13925,10,0
CUST_0024,2023-10-01,13925,12,0
CUST_0024,2023-11-01,13925,11,0
CUST_0024,2023-12-01,13925,8,0
CUST_0024,2024-01-01,13925,0,0
CUST_0024,2024-02-01,13925,7,0
CUST_0024,2024-03-01,13925,4,0
CUST_0024,2024-04-01,13925,13,0
CUST_0024,2024-05-01,13925,19,0
CUST_0024,2024-06-01,13925,4,0
CUST_0024,2024-07-01,13925,15,0
CUST_0024,2024-08-01,13925,10,0
CUST_0025,2023-11-01,10326,22,0
CUST_0025,2023-12-01,10326,22,0
CUST_0025,2024-01-01,10326,23,0
CUST_0025,2024-02-01,10326,20,0
CUST_0026,2024-01-01,75825,0,0
CUST_0026,2024-02-01,75825,1,0
CUST_0026,2024-03-01,75825,1,0
CUST_0026,2024-04-01,75825,0,0
CUST_0026,2024-05-01,75825,7,0
CUST_0026,2024-06-01,75825,7,0
CUST_0026,2024-07-01,75825,0,0
CUST_0026,2024-08-01,75825,0,0
CUST_0026,2024-09-01,75825,1,0
CUST_0026,2024-10-01,75825,1,0
CUST_0026,2024-11-01,75825,0,0
CUST_0026,2024-12-01,75825,0,0
CUST_0026,2025-01-01,75825,7,0
CUST_0027,2024-09-01,29145,2,0
CUST_0027,2024-10-01,29145,5,0
CUST_0027,2024-11-01,29145,0,0
CUST_0027,2024-12-01,29145,3,0
CUST_0027,2025-01-01,29145,1,0
CUST_0028,2023-04-01,311086,0,0
CUST_0028,2023-05-01,311086,0,0
CUST_0028,2023-06-01,311086,1,0
CUST_0028,2023-07-01,311086,2,0
CUST_0028,2023-08-01,311086,0,0
CUST_0028,2023-09-01,311086,5,0
CUST_0028,2023-10-01,311086,0,0
CUST_0028,2023-11-01,311086,4,0
CUST_0028,2023-12-01,311086,5,0
CUST_0028,2024-01-01,311086,7,0
CUST_0028,2024-02-01,311086,0,0
CUST_0028,2024-03-01,311086,1,0
CUST_0028,2024-04-01,311086,0,0
CUST_0028,2024-05-01,311086,3,0
CUST_0028,2024-06-01,311086,6,0
CUST_0028,2024-07-01,311086,9,0
CUST_0028,2024-08-01,311086,0,0
CUST_0028,2024-09-01,311086,0,0
CUST_0028,2024-10-01,311086,4,0
CUST_0028,2024-11-01,311086,4,0
CUST_0028,2024-12-01,311086,7,0
CUST_0028,2025-01-01,311086,6,0
CUST_0029,2024-03-01,12831,19,0
CUST_0029,2024-04-01,12831,24,1
CUST_0029,2024-05-01,12831,16,0
CUST_0030,2024-11-01,49931,0,0
CUST_0030,2024-12-01,49931,2,0
CUST_0030,2025-01-01,49931,6,0
CUST_0031,2023-02-01,11102,7,0
CUST_0031,2023-03-01,11102,2,0
CUST_0031,2023-04-01,11102,5,0
CUST_0031,2023-05-01,11102,4,0
CUST_0031,2023-06-01,11102,4,0
CUST_0031,2023-07-01,11102,6,0
CUST_0031,2023-08-01,11102,0,0
CUST_0031,2023-09-01,11102,0,0
CUST_0031,2023-10-01,11102,9,0
CUST_0031,2023-11-01,11102,2,0
CUST_0031,2023-12-01,11102,5,0
CUST_0031,2024-01-01,11102,2,0
CUST_0031,2024-02-01,11102,2,0
CUST_0031,2024-03-01,11102,0,0
CUST_0031,2024-04-01,11102,8,0
CUST_0031,2024-05-01,11102,0,0
CUST_0031,2024-06-01,11102,6,0
CUST_0031,2024-07-01,11102,0,0
CUST_0031,2024-08-01,11102,4,0
CUST_0031,2024-09-01,11102,4,0
CUST_0031,2024-10-01,11102,0,0
CUST_0031,2024-11-01,11102,1,0
CUST_0031,2024-12-01,11102,2,0
CUST_0031,2025-01-01,11102,7,0
CUST_0032,2024-06-01,127722,5,0
CUST_0032,2024-07-01,127722,12,0
CUST_0032,2024-08-01,127722,0,0
CUST_0032,2024-09-01,127722,8,0
CUST_0032,2024-10-01,127722,0,0
CUST_0032,2024-11-01,127722,7,0
CUST_0032,2024-12-01,127722,5,0
CUST_0032,2025-01-01,127722,3,0
CUST_0033,2024-10-01,102150,0,0
CUST_0033,2024-11-01,102150,3,0
CUST_0033,2024-12-01,102150,1,0
CUST_0033,2025-01-01,102150,0,0
CUST_0034,2024-07-01,23248,3,0
CUST_0034,2024-08-01,23248,2,0
CUST_0034,2024-09-01,23248,3,0
CUST_0034,2024-10-01,23248,1,0
CUST_0034,2024-11-01,23248,7,0
CUST_0034,2024-12-01,23248,0,0
CUST_0034,2025-01-01,23248,4,0
CUST_0035,2024-12-01,46679,27,0
CUST_0035,2025-01-01,46679,24,0
CUST_0036,2023-11-01,107470,6,0
CUST_0036,2023-12-01,107470,1,0
CUST_0036,2024-01-01,107470,0,0
CUST_0036,2024-02-01,107470,7,0
CUST_0036,2024-03-01,107470,1,0
CUST_0036,2024-04-01,107470,0,0
CUST_0036,2024-05-01,107470,3,0
CUST_0036,2024-06-01,107470,0,0
CUST_0036,2024-07-01,107470,0,0
CUST_0036,2024-08-01,107470,4,0
CUST_0036,2024-09-01,107470,0,0
CUST_0036,2024-10-01,107470,0,0
CUST_0036,2024-11-01,107470,0,0
CUST_0036,2024-12-01,107470,0,0
CUST_0036,2025-01-01,107470,0,0
CUST_0037,2024-03-01,295940,4,0
CUST_0037,2024-04-01,295940,0,0
CUST_0037,2024-05-01,295940,0,0
CUST_0037,2024-06-01,295940,1,0
CUST_0037,2024-07-01,295940,6,0
CUST_0037,2024-08-01,295940,8,0
CUST_0038,2024-08-01,3470,2,0
CUST_0038,2024-09-01,3470,0,0
CUST_0038,2024-10-01,3470,7,0
CUST_0038,2024-11-01,3470,5,0
CUST_0038,2024-12-01,3470,11,0
CUST_0038,2025-01-01,3470,2,0
CUST_0039,2024-01-01,14917,22,0
CUST_0039,2024-02-01,14917,27,1
CUST_0039,2024-03-01,14917,22,1
CUST_0039,2024-04-01,14917,26,0
CUST_0039,2024-05-01,14917,24,0
CUST_0039,2024-06-01,14917,23,1
CUST_0039,2024-07-01,14917,21,0
CUST_0039,2024-08-01,14917,25,0
CUST_0039,2024-09-01,14917,18,0
CUST_0039,2024-10-01,14917,21,0
CUST_0039,2024-11-01,14917,20,0
CUST_0039,2024-12-01,14917,23,0
CUST_0039,2025-01-01,14917,27,0
CUST_0040,2023-09-01,105561,11,0
CUST_0040,2023-10-01,105561,11,0
CUST_0040,2023-11-01,105561,7,0
CUST_0040,2023-12-01,105561,5,0
CUST_0040,2024-01-01,105561,19,0
CUST_0040,2024-02-01,105561,10,0
CUST_0040,2024-03-01,105561,17,0
CUST_0040,2024-04-01,105561,13,0
CUST_0040,2024-05-01,105561,8,0
CUST_0040,2024-06-01,105561,8,0
CUST_0040,2024-07-01,105561,13,0
CUST_0040,2024-08-01,105561,14,0
CUST_0040,2024-09-01,105561,12,0
CUST_0040,2024-10-01,105561,6,0
CUST_0040,2024-11-01,105561,7,0
CUST_0040,2024-12-01,105561,11,0
CUST_0040,2025-01-01,105561,11,0
CUST_0041,2024-12-01,7644,8,0
CUST_0041,2025-01-01,7644,17,0
CUST_0042,2023-02-01,97328,11,0
CUST_0042,2023-03-01,97328,5,0
CUST_0042,2023-04-01,97328,2,0
CUST_0042,2023-05-01,97328,2,0
CUST_0042,2023-06-01,97328,10,0
CUST_0042,2023-07-01,97328,3,0
CUST_0042,2023-08-01,97328,13,0
CUST_0042,2023-09-01,97328,9,0
CUST_0042,2023-10-01,97328,5,0
CUST_0042,2023-11-01,97328,2,0
CUST_0042,2023-12-01,97328,2,0
CUST_0042,2024-01-01,97328,7,0
CUST_0042,2024-02-01,97328,10,0
CUST_0042,2024-03-01,97328,10,0
CUST_0042,2024-04-01,97328,2,0
CUST_0042,2024-05-01,97328,8,0
CUST_0042,2024-06-01,97328,8,0
CUST_0042,2024-07-01,97328,7,0
CUST_0042,2024-08-01,97328,0,0
CUST_0043,2023-06-01,100701,0,0
CUST_0043,2023-07-01,100701,3,0
CUST_0043,2023-08-01,100701,5,0
CUST_0043,2023-09-01,100701,0,0
CUST_0043,2023-10-01,100701,0,0
CUST_0043,2023-11-01,100701,6,0
CUST_0043,2023-12-01,100701,10,0
CUST_0043,2024-01-01,100701,4,0
CUST_0043,2024-02-01,100701,3,0
CUST_0043,2024-03-01,100701,0,0
CUST_0043,2024-04-01,100701,0,0
CUST_0043,2024-05-01,100701,0,0
CUST_0043,2024-06-01,100701,0,0
CUST_0043,2024-07-01,100701,1,0
CUST_0043,2024-08-01,100701,0,0
CUST_0043,2024-09-01,100701,3,0
CUST_0043,2024-10-01,100701,0,0
CUST_0043,2024-11-01,100701,0,0
CUST_0043,2024-12-01,100701,3,0
CUST_0043,2025-01-01,100701,6,0
CUST_0044,2024-06-01,9847,7,0
CUST_0044,2024-07-01,9847,12,0
CUST_0044,2024-08-01,9847,12,0
CUST_0044,2024-09-01,9847,6,0
CUST_0044,2024-10-01,9847,5,0
CUST_0044,2024-11-01,9847,1,0
CUST_0044,2024-12-01,9847,3,0
CUST_0044,2025-01-01,9847,4,0
CUST_0045,2023-02-01,10416,8,0
CUST_0045,2023-03-01,10416,11,0
CUST_0045,2023-04-01,10416,12,0
CUST_0045,2023-05-01,10416,14,0
CUST_0045,2023-06-01,10416,11,0
CUST_0045,2023-07-01,10416,8,0
CUST_0045,2023-08-01,10416,9,0
CUST_0045,2023-09-01,10416,16,0
CUST_0045,2023-10-01,10416,3,0
CUST_0045,2023-11-01,10416,8,0
CUST_0045,2023-12-01,10416,14,0
CUST_0045,2024-01-01,10416,8,0
CUST_0045,2024-02-01,10416,9,0
CUST_0045,2024-03-01,10416,7,0
CUST_0045,2024-04-01,10416,6,0
CUST_0045,2024-05-01,10416,9,0
CUST_0045,2024-06-01,10416,7,0
CUST_0045,2024-07-01,10416,9,0
CUST_0045,2024-08-01,10416,8,0
CUST_0045,2024-09-01,10416,9,0
CUST_0045,2024-10-01,10416,5,0
CUST_0045,2024-11-01,10416,10,0
CUST_0045,2024-12-01,10416,11,0
CUST_0045,2025-01-01,10416,9,0
CUST_0046,2024-08-01,86614,6,0
CUST_0046,2024-09-01,86614,3,0
CUST_0046,2024-10-01,86614,3,0
CUST_0046,2024-11-01,86614,3,0
CUST_0046,2024-12-01,86614,4,0
CUST_0046,2025-01-01,86614,12,0
CUST_0047,2024-09-01,22438,4,0
CUST_0047,2024-10-01,22438,0,0
CUST_0047,2024-11-01,22438,2,0
CUST_0047,2024-12-01,22438,6,0
CUST_0047,2025-01-01,22438,8,0
CUST_0048,2023-09-01,30253,17,0
CUST_0048,2023-10-01,30253,18,0
CUST_0048,2023-11-01,30253,29,1
CUST_0048,2023-12-01,30253,21,1
CUST_0048,2024-01-01,30253,23,1
CUST_0048,2024-02-01,30253,13,0
CUST_0048,2024-03-01,30253,19,0
CUST_0048,2024-04-01,30253,12,0
CUST_0048,2024-05-01,30253,17,0
CUST_0048,2024-06-01,30253,25,0
CUST_0048,2024-07-01,30253,18,0
CUST_0048,2024-08-01,30253,18,0
CUST_0048,2024-09-01,30253,25,1
CUST_0048,2024-10-01,30253,16,0
CUST_0048,2024-11-01,30253,13,0
CUST_0048,2024-12-01,30253,17,0
CUST_0048,2025-01-01,30253,21,0
CUST_0049,2023-11-01,75897,0,0
CUST_0049,2023-12-01,75897,6,0
CUST_0049,2024-01-01,75897,6,0
CUST_0049,2024-02-01,75897,1,0
CUST_0049,2024-03-01,75897,4,0
CUST_0049,2024-04-01,75897,0,0
CUST_0049,2024-05-01,75897,0,0
CUST_0049,2024-06-01,75897,0,0
CUST_0049,2024-07-01,75897,0,0
CUST_0049,2024-08-01,75897,0,0
CUST_0049,2024-09-01,75897,0,0
CUST_0049,2024-10-01,75897,2,0
CUST_0049,2024-11-01,75897,0,0
CUST_0049,2024-12-01,75897,9,0
CUST_0049,2025-01-01,75897,1,0
CUST_0050,2024-10-01,12846,4,0
CUST_0050,2024-11-01,12846,8,0
CUST_0050,2024-12-01,12846,0,0
CUST_0050,2025-01-01,12846,4,0
CUST_0051,2023-08-01,85967,4,0
CUST_0051,2023-09-01,85967,4,0
CUST_0051,2023-10-01,85967,4,0
CUST_0051,2023-11-01,85967,6,0
CUST_0051,2023-12-01,85967,3,0
CUST_0051,2024-01-01,85967,11,0
CUST_0051,2024-02-01,85967,8,0
CUST_0051,2024-03-01,85967,14,0
CUST_0051,2024-04-01,85967,2,0
CUST_0051,2024-05-01,85967,6,0
CUST_0051,2024-06-01,85967,2,0
CUST_0051,2024-07-01,85967,5,0
CUST_0051,2024-08-01,85967,4,0
CUST_0051,2024-09-01,85967,0,0
CUST_0051,2024-10-01,85967,2,0
CUST_0051,2024-11-01,85967,3,0
CUST_0051,2024-12-01,85967,3,0
CUST_0051,2025-01-01,85967,0,0
CUST_0052,2024-09-01,50098,3,0
CUST_0052,2024-10-01,50098,4,0
CUST_0052,2024-11-01,50098,0,0
CUST_0052,2024-12-01,50098,3,0
CUST_0052,2025-01-01,50098,0,0
CUST_0053,2024-08-01,257316,11,0
CUST_0053,2024-09-01,257316,13,0
CUST_0053,2024-10-01,257316,8,0
CUST_0053,2024-11-01,257316,11,0
CUST_0053,2024-12-01,257316,12,0
CUST_0053,2025-01-01,257316,10,0
CUST_0054,2024-10-01,314360,2,0
CUST_0054,2024-11-01,314360,0,0
CUST_0054,2024-12-01,314360,3,0
CUST_0054,2025-01-01,314360,2,0
CUST_0055,2024-02-01,134339,3,0
CUST_0055,2024-03-01,134339,6,0
CUST_0055,2024-04-01,134339,3,0
CUST_0055,2024-05-01,134339,2,0
CUST_0055,2024-06-01,134339,1,0
CUST_0055,2024-07-01,134339,1,0
CUST_0055,2024-08-01,134339,0,0
CUST_0055,2024-09-01,134339,2,0
CUST_0055,2024-10-01,134339,4,0
CUST_0055,2024-11-01,134339,6,0
CUST_0055,2024-12-01,134339,0,0
CUST_0055,2025-01-01,134339,2,0
CUST_0056,2023-12-01,111312,6,0
CUST_0056,2024-01-01,111312,2,0
CUST_0056,2024-02-01,111312,3,0
CUST_0056,2024-03-01,111312,7,0
CUST_0056,2024-04-01,111312,4,0
CUST_0056,2024-05-01,111312,2,0
CUST_0056,2024-06-01,111312,8,0
CUST_0056,2024-07-01,111312,8,0
CUST_0056,2024-08-01,111312,7,0
CUST_0056,2024-09-01,111312,0,0
CUST_0056,2024-10-01,111312,11,0
CUST_0056,2024-11-01,111312,1,0
CUST_0056,2024-12-01,111312,4,0
CUST_0056,2025-01-01,111312,0,0
CUST_0057,2023-10-01,31353,0,0
CUST_0057,2023-11-01,31353,0,0
CUST_0057,2023-12-01,31353,0,0
CUST_0057,2024-01-01,31353,0,0
CUST_0057,2024-02-01,31353,7,0
CUST_0057,2024-03-01,31353,6,0
CUST_0057,2024-04-01,31353,0,0
CUST_0057,2024-05-01,31353,6,0
CUST_0057,2024-06-01,31353,1,0
CUST_0057,2024-07-01,31353,0,0
CUST_0057,2024-08-01,31353,0,0
CUST_0057,2024-09-01,31353,5,0
CUST_0057,2024-10-01,31353,3,0
CUST_0057,2024-11-01,31353,0,0
CUST_0057,2024-12-01,31353,0,0
CUST_0057,2025-01-01,31353,2,0
CUST_0058,2024-11-01,88493,0,0
CUST_0058,2024-12-01,88493,2,0
CUST_0058,2025-01-01,88493,1,0
CUST_0059,2024-08-01,211640,5,0
CUST_0059,2024-09-01,211640,3,0
CUST_0059,2024-10-01,211640,2,0
CUST_0059,2024-11-01,211640,6,0
CUST_0059,2024-12-01,211640,9,0
CUST_0059,2025-01-01,211640,4,0
CUST_0060,2024-02-01,8381,8,0
CUST_0060,2024-03-01,8381,10,0
CUST_0060,2024-04-01,8381,3,0
CUST_0060,2024-05-01,8381,18,0
CUST_0060,2024-06-01,8381,11,0
CUST_0060,2024-07-01,8381,11,0
CUST_0060,2024-08-01,8381,14,0
CUST_0060,2024-09-01,8381,6,0
CUST_0060,2024-10-01,8381,8,0
CUST_0060,2024-11-01,8381,12,0
CUST_0060,2024-12-01,8381,11,0
CUST_0060,2025-01-01,8381,11,0
CUST_0061,2024-02-01,114038,15,0
CUST_0061,2024-03-01,114038,13,0
CUST_0061,2024-04-01,114038,18,0
CUST_0061,2024-05-01,114038,18,0
CUST_0062,2024-05-01,11645,18,0
CUST_0062,2024-06-01,11645,20,0
CUST_0062,2024-07-01,11645,12,0
CUST_0062,2024-08-01,11645,19,0
CUST_0063,2024-04-01,53804,0,0
CUST_0063,2024-05-01,53804,0,0
CUST_0063,2024-06-01,53804,0,0
CUST_0063,2024-07-01,53804,0,0
CUST_0063,2024-08-01,53804,0,0
CUST_0063,2024-09-01,53804,3,0
