company_id,month,active_users,logins,features_used,key_action_count
CUST_0008,2023-11-01,79,1235,10,523
CUST_0008,2023-12-01,89,1143,12,627
CUST_0008,2024-01-01,77,1731,8,498
CUST_0008,2024-02-01,82,1458,10,246
CUST_0008,2024-03-01,74,823,10,595
CUST_0008,2024-04-01,77,882,9,627
CUST_0008,2024-05-01,79,1858,9,403
CUST_0008,2024-06-01,81,1664,9,203
CUST_0008,2024-07-01,84,1234,9,576
CUST_0008,2024-08-01,75,1343,9,680
CUST_0008,2024-09-01,77,1897,9,413
CUST_0008,2024-10-01,76,1675,10,491
CUST_0008,2024-11-01,75,1594,8,432
CUST_0008,2024-12-01,85,2101,10,204
CUST_0008,2025-01-01,74,1577,9,154
CUST_0009,2024-02-01,129,1213,8,417
CUST_0009,2024-03-01,128,1054,9,519
CUST_0009,2024-04-01,144,2413,10,1428
CUST_0009,2024-05-01,130,1795,10,1102
CUST_0009,2024-06-01,136,1410,10,891
CUST_0009,2024-07-01,133,3249,9,737
CUST_0009,2024-08-01,108,1216,7,483
CUST_0009,2024-09-01,130,1107,9,1137
CUST_0009,2024-10-01,122,1471,8,452
CUST_0009,2024-11-01,129,2884,9,629
CUST_0009,2024-12-01,132,1715,9,735
CUST_0009,2025-01-01,131,3027,7,858
CUST_0010,2024-06-01,140,2966,9,1184
CUST_0010,2024-07-01,128,2210,8,392
CUST_0010,2024-08-01,147,3345,9,1267
CUST_0010,2024-09-01,154,3091,10,446
CUST_0010,2024-10-01,150,3684,10,1470
CUST_0010,2024-11-01,147,2323,10,358
CUST_0010,2024-12-01,152,3064,11,630
CUST_0010,2025-01-01,133,2580,9,1139
CUST_0011,2024-01-01,76,849,11,266
CUST_0011,2024-02-01,74,1622,9,341
CUST_0011,2024-03-01,77,885,11,371
CUST_0011,2024-04-01,81,1724,12,617
CUST_0011,2024-05-01,67,1347,9,228
CUST_0011,2024-06-01,66,703,9,492
CUST_0011,2024-07-01,74,722,9,536
CUST_0011,2024-08-01,77,801,10,234
CUST_0011,2024-09-01,76,1420,11,313
CUST_0011,2024-10-01,74,726,9,610
CUST_0011,2024-11-01,69,1622,9,487
CUST_0011,2024-12-01,73,1086,8,494
CUST_0011,2025-01-01,66,1271,8,641
CUST_0012,2023-04-01,58,1436,8,496
CUST_0012,2023-05-01,68,1059,9,521
CUST_0012,2023-06-01,69,1058,9,577
CUST_0012,2023-07-01,63,678,7,609
CUST_0012,2023-08-01,63,1273,9,349
CUST_0012,2023-09-01,65,1015,10,383
CUST_0012,2023-10-01,63,767,7,587
CUST_0012,2023-11-01,61,909,8,574
CUST_0012,2023-12-01,58,1171,9,476
CUST_0012,2024-01-01,61,730,7,131
CUST_0012,2024-02-01,66,578,10,460
CUST_0012,2024-03-01,62,1499,9,148
CUST_0012,2024-04-01,64,1012,9,383
CUST_0012,2024-05-01,61,1138,8,245
CUST_0012,2024-06-01,67,682,9,519
CUST_0012,2024-07-01,60,916,9,197
CUST_0012,2024-08-01,66,980,9,307
CUST_0012,2024-09-01,65,1121,9,416
CUST_0012,2024-10-01,65,1377,9,306
CUST_0012,2024-11-01,61,1427,10,183
CUST_0012,2024-12-01,69,1712,11,284
CUST_0012,2025-01-01,63,906,8,507
CUST_0013,2024-03-01,47,510,11,286
CUST_0013,2024-04-01,45,550,10,224
CUST_0013,2024-05-01,51,894,12,171
CUST_0013,2024-06-01,47,613,12,144
CUST_0013,2024-07-01,43,1016,12,309
CUST_0013,2024-08-01,41,866,8,345
CUST_0013,2024-09-01,45,452,10,444
CUST_0013,2024-10-01,49,1022,12,335
CUST_0013,2024-11-01,47,871,9,343
CUST_0013,2024-12-01,45,434,11,199
CUST_0013,2025-01-01,47,531,11,404
CUST_0014,2024-06-01,20,406,11,89
CUST_0014,2024-07-01,20,338,12,147
CUST_0014,2024-08-01,18,168,11,63
CUST_0014,2024-09-01,20,316,11,85
CUST_0014,2024-10-01,21,496,11,204
CUST_0014,2024-11-01,19,205,11,114
CUST_0014,2024-12-01,22,186,12,87
CUST_0014,2025-01-01,21,285,10,116
CUST_0015,2023-08-01,21,319,10,106
CUST_0015,2023-09-01,23,466,10,219
CUST_0015,2023-10-01,23,394,11,224
CUST_0015,2023-11-01,23,258,11,159
CUST_0015,2023-12-01,24,214,11,151
CUST_0015,2024-01-01,23,229,12,143
CUST_0015,2024-02-01,24,313,12,126
CUST_0015,2024-03-01,23,217,11,194
CUST_0015,2024-04-01,24,488,11,236
CUST_0015,2024-05-01,23,513,12,148
CUST_0015,2024-06-01,24,268,11,202
CUST_0015,2024-07-01,24,430,10,49
CUST_0015,2024-08-01,23,456,10,149
CUST_0015,2024-09-01,24,551,10,228
CUST_0015,2024-10-01,23,301,12,116
CUST_0015,2024-11-01,22,477,12,136
CUST_0015,2024-12-01,23,198,12,64
CUST_0015,2025-01-01,24,262,12,203
CUST_0016,2024-01-01,108,1772,12,989
CUST_0016,2024-02-01,101,1239,9,461
CUST_0016,2024-03-01,105,1432,12,835
CUST_0016,2024-04-01,96,1674,11,597
CUST_0016,2024-05-01,100,1950,11,842
CUST_0016,2024-06-01,112,2615,12,312
CUST_0016,2024-07-01,102,1849,12,277
CUST_0016,2024-08-01,105,2524,10,213
CUST_0016,2024-09-01,100,2487,11,526
CUST_0016,2024-10-01,99,1068,10,423
CUST_0016,2024-11-01,109,1712,11,1080
CUST_0016,2024-12-01,105,1822,12,903
CUST_0016,2025-01-01,102,1621,11,557
CUST_0017,2023-02-01,136,3320,11,506
CUST_0017,2023-03-01,133,3140,10,1227
CUST_0017,2023-04-01,127,1505,11,1200
CUST_0017,2023-05-01,128,3001,11,1236
CUST_0017,2023-06-01,126,2336,11,594
CUST_0017,2023-07-01,130,3124,9,1229
CUST_0017,2023-08-01,131,3043,9,1107
CUST_0017,2023-09-01,133,1657,11,321
CUST_0017,2023-10-01,134,2010,12,1269
CUST_0017,2023-11-01,142,2676,12,648
CUST_0017,2023-12-01,139,3161,11,1026
CUST_0017,2024-01-01,114,925,8,975
CUST_0017,2024-02-01,128,1923,11,815
CUST_0017,2024-03-01,129,1973,12,743
CUST_0017,2024-04-01,137,1900,12,955
CUST_0017,2024-05-01,127,1556,10,1072
CUST_0017,2024-06-01,135,2212,12,313
CUST_0017,2024-07-01,129,2211,9,942
CUST_0017,2024-08-01,132,2156,12,390
CUST_0017,2024-09-01,129,1980,10,901
CUST_0017,2024-10-01,140,2149,11,822
CUST_0017,2024-11-01,127,1786,11,855
CUST_0017,2024-12-01,135,2034,11,1047
CUST_0017,2025-01-01,139,2080,12,813
CUST_0018,2024-08-01,16,309,6,48
CUST_0018,2024-09-01,11,196,3,86
CUST_0018,2024-10-01,12,193,4,119
CUST_0018,2024-11-01,10,218,3,63
CUST_0018,2024-12-01,9,112,3,54
CUST_0018,2025-01-01,10,137,3,57
CUST_0019,2024-06-01,39,345,9,91
CUST_0019,2024-07-01,35,853,9,249
CUST_0019,2024-08-01,39,690,12,94
CUST_0019,2024-09-01,39,363,12,111
CUST_0019,2024-10-01,35,808,10,81
CUST_0019,2024-11-01,38,590,11,364
CUST_0019,2024-12-01,36,815,11,343
CUST_0019,2025-01-01,41,669,11,250
CUST_0020,2024-11-01,11,172,6,69
CUST_0020,2024-12-01,12,114,4,65
CUST_0020,2025-01-01,9,114,6,22
CUST_0021,2024-12-01,34,552,3,215
CUST_0021,2025-01-01,25,482,2,183
CUST_0022,2023-07-01,22,440,7,142
CUST_0022,2023-08-01,18,423,4,89
CUST_0022,2023-09-01,18,186,4,99
CUST_0022,2023-10-01,23,346,6,106
CUST_0022,2023-11-01,19,315,4,123
CUST_0022,2023-12-01,17,252,6,87
CUST_0022,2024-01-01,17,327,5,97
CUST_0022,2024-02-01,17,342,3,158
CUST_0022,2024-03-01,15,138,6,53
CUST_0022,2024-04-01,16,179,3,111
CUST_0022,2024-05-01,13,138,4,97
CUST_0022,2024-06-01,9,112,0,29
CUST_0022,2024-07-01,9,170,4,20
CUST_0022,2024-08-01,10,132,3,44
CUST_0022,2024-09-01,8,178,4,18
CUST_0022,2024-10-01,7,120,2,43
CUST_0022,2024-11-01,5,53,1,39
CUST_0022,2024-12-01,1,19,1,3
CUST_0022,2025-01-01,3,28,0,15
CUST_0023,2023-05-01,117,987,9,553
CUST_0023,2023-06-01,135,1583,12,733
CUST_0023,2023-07-01,120,1178,10,930
CUST_0023,2023-08-01,126,1767,11,636
CUST_0023,2023-09-01,123,2250,9,926
CUST_0023,2023-10-01,117,963,10,517
CUST_0023,2023-11-01,120,1689,9,248
CUST_0023,2023-12-01,139,3209,10,394
CUST_0023,2024-01-01,120,2691,7,917
CUST_0023,2024-02-01,130,1148,9,262
CUST_0023,2024-03-01,118,2592,10,962
CUST_0023,2024-04-01,132,3078,10,437
CUST_0023,2024-05-01,117,2713,10,729
CUST_0023,2024-06-01,118,1495,10,266
CUST_0023,2024-07-01,117,2305,9,439
CUST_0023,2024-08-01,127,1241,11,985
CUST_0023,2024-09-01,119,2240,11,448
CUST_0023,2024-10-01,130,1821,11,927
CUST_0023,2024-11-01,116,1126,12,888
CUST_0023,2024-12-01,116,1591,11,449
CUST_0023,2025-01-01,104,2127,7,778
CUST_0024,2023-09-01,32,786,8,200
CUST_0024,2023-10-01,25,540,7,170
CUST_0024,2023-11-01,21,392,6,61
CUST_0024,2023-12-01,24,470,7,60
CUST_0024,2024-01-01,25,243,8,238
CUST_0024,2024-02-01,22,339,6,78
CUST_0024,2024-03-01,22,323,6,102
CUST_0024,2024-04-01,16,162,6,39
CUST_0024,2024-05-01,15,307,3,134
CUST_0024,2024-06-01,17,164,6,108
CUST_0024,2024-07-01,18,221,5,177
CUST_0024,2024-08-01,13,119,3,87
CUST_0025,2023-11-01,10,185,4,71
CUST_0025,2023-12-01,3,37,2,6
CUST_0025,2024-01-01,5,99,2,18
CUST_0025,2024-02-01,7,145,2,59
CUST_0026,2024-01-01,87,1825,7,485
CUST_0026,2024-02-01,71,774,9,270
CUST_0026,2024-03-01,86,1717,10,577
CUST_0026,2024-04-01,77,790,6,183
CUST_0026,2024-05-01,79,1421,8,198
CUST_0026,2024-06-01,75,829,10,563
CUST_0026,2024-07-01,73,1771,9,338
CUST_0026,2024-08-01,77,1466,9,556
CUST_0026,2024-09-01,78,1305,9,300
CUST_0026,2024-10-01,73,1790,7,235
CUST_0026,2024-11-01,86,1693,10,391
CUST_0026,2024-12-01,82,1541,10,760
CUST_0026,2025-01-01,79,1537,10,666
CUST_0027,2024-09-01,33,536,9,209
CUST_0027,2024-10-01,30,415,9,74
CUST_0027,2024-11-01,34,699,9,215
CUST_0027,2024-12-01,34,513,10,315
CUST_0027,2025-01-01,34,435,9,254
CUST_0028,2023-04-01,223,2788,8,1402
CUST_0028,2023-05-01,221,3454,10,1391
CUST_0028,2023-06-01,276,3040,11,1108
CUST_0028,2023-07-01,233,1900,9,1972
CUST_0028,2023-08-01,233,1911,10,1433
CUST_0028,2023-09-01,255,5533,10,1100
CUST_0028,2023-10-01,243,2831,11,1178
CUST_0028,2023-11-01,280,4233,12,1527
CUST_0028,2023-12-01,245,2834,9,1454
CUST_0028,2024-01-01,248,3093,9,1599
CUST_0028,2024-02-01,274,4830,10,1582
CUST_0028,2024-03-01,259,2629,9,1505
CUST_0028,2024-04-01,279,5596,10,1866
CUST_0028,2024-05-01,248,3715,9,1925
CUST_0028,2024-06-01,255,5838,11,548
CUST_0028,2024-07-01,246,2864,10,618
CUST_0028,2024-08-01,273,2805,11,2012
CUST_0028,2024-09-01,243,2085,12,1107
CUST_0028,2024-10-01,277,2569,9,2644
CUST_0028,2024-11-01,301,6650,9,1670
CUST_0028,2024-12-01,250,2524,10,2460
CUST_0028,2025-01-01,245,3885,9,1254
CUST_0029,2024-03-01,16,131,5,103
CUST_0029,2024-04-01,24,454,5,111
CUST_0029,2024-05-01,14,234,3,46
CUST_0030,2024-11-01,47,593,7,421
CUST_0030,2024-12-01,45,910,8,128
CUST_0030,2025-01-01,45,986,7,286
CUST_0031,2023-02-01,13,218,11,64
CUST_0031,2023-03-01,14,165,10,96
CUST_0031,2023-04-01,15,321,9,68
CUST_0031,2023-05-01,16,253,12,73
CUST_0031,2023-06-01,14,175,11,114
CUST_0031,2023-07-01,13,194,7,82
CUST_0031,2023-08-01,14,199,11,135
CUST_0031,2023-09-01,13,155,8,108
CUST_0031,2023-10-01,14,285,11,28
CUST_0031,2023-11-01,13,310,11,33
CUST_0031,2023-12-01,13,221,9,53
CUST_0031,2024-01-01,15,205,10,113
CUST_0031,2024-02-01,14,189,9,55
CUST_0031,2024-03-01,13,165,9,41
CUST_0031,2024-04-01,13,263,9,35
CUST_0031,2024-05-01,13,312,9,36
CUST_0031,2024-06-01,12,240,7,59
CUST_0031,2024-07-01,12,261,7,90
CUST_0031,2024-08-01,13,293,10,37
CUST_0031,2024-09-01,13,287,11,69
CUST_0031,2024-10-01,12,237,8,63
CUST_0031,2024-11-01,12,208,7,115
CUST_0031,2024-12-01,11,192,9,48
CUST_0031,2025-01-01,12,110,7,81
CUST_0032,2024-06-01,118,1405,6,236
CUST_0032,2024-07-01,94,1261,7,525
CUST_0032,2024-08-01,99,1398,7,566
CUST_0032,2024-09-01,94,821,3,450
CUST_0032,2024-10-01,74,793,5,470
CUST_0032,2024-11-01,83,1920,4,228
CUST_0032,2024-12-01,59,579,3,186
CUST_0032,2025-01-01,77,1315,4,387
CUST_0033,2024-10-01,72,739,10,687
CUST_0033,2024-11-01,74,1218,9,351
CUST_0033,2024-12-01,82,1790,12,487
CUST_0033,2025-01-01,73,1067,10,579
CUST_0034,2024-07-01,35,292,10,205
CUST_0034,2024-08-01,33,425,10,108
CUST_0034,2024-09-01,34,294,9,151
CUST_0034,2024-10-01,34,502,10,225
CUST_0034,2024-11-01,32,411,12,140
CUST_0034,2024-12-01,38,820,10,181
CUST_0034,2025-01-01,36,426,11,210
CUST_0035,2024-12-01,30,304,4,93
CUST_0035,2025-01-01,28,241,6,264
CUST_0036,2023-11-01,180,2476,11,612
CUST_0036,2023-12-01,179,3082,12,1458
CUST_0036,2024-01-01,172,2149,11,1051
CUST_0036,2024-02-01,183,4532,12,1147
CUST_0036,2024-03-01,187,3884,11,1389
CUST_0036,2024-04-01,184,4008,11,1632
CUST_0036,2024-05-01,187,4588,12,457
CUST_0036,2024-06-01,184,3993,12,1388
CUST_0036,2024-07-01,179,2233,10,658
CUST_0036,2024-08-01,159,3802,11,387
CUST_0036,2024-09-01,187,4137,12,436
CUST_0036,2024-10-01,187,1496,12,626
CUST_0036,2024-11-01,185,1865,12,683
CUST_0036,2024-12-01,184,1759,12,1023
CUST_0036,2025-01-01,167,2055,12,776
CUST_0037,2024-03-01,227,3684,12,1452
CUST_0037,2024-04-01,207,2311,10,1217
CUST_0037,2024-05-01,205,2773,12,1182
CUST_0037,2024-06-01,220,1880,11,1573
CUST_0037,2024-07-01,198,4654,11,1810
CUST_0037,2024-08-01,212,2055,9,1987
CUST_0038,2024-08-01,10,169,11,58
CUST_0038,2024-09-01,10,195,10,80
CUST_0038,2024-10-01,10,174,11,72
CUST_0038,2024-11-01,9,96,10,44
CUST_0038,2024-12-01,9,111,11,54
CUST_0038,2025-01-01,10,96,10,80
CUST_0039,2024-01-01,22,348,5,50
CUST_0039,2024-02-01,23,488,5,190
CUST_0039,2024-03-01,23,369,7,118
CUST_0039,2024-04-01,21,427,4,156
CUST_0039,2024-05-01,15,314,4,54
CUST_0039,2024-06-01,12,212,3,111
CUST_0039,2024-07-01,7,158,2,40
CUST_0039,2024-08-01,13,251,5,124
CUST_0039,2024-09-01,5,71,0,47
CUST_0039,2024-10-01,8,64,1,36
CUST_0039,2024-11-01,7,112,4,26
CUST_0039,2024-12-01,6,57,3,45
CUST_0039,2025-01-01,1,17,3,7
CUST_0040,2023-09-01,129,1835,9,878
CUST_0040,2023-10-01,121,1490,10,1076
CUST_0040,2023-11-01,128,2117,9,759
CUST_0040,2023-12-01,108,2305,7,421
CUST_0040,2024-01-01,104,1404,8,905
CUST_0040,2024-02-01,95,1496,5,451
CUST_0040,2024-03-01,94,2208,7,309
CUST_0040,2024-04-01,67,822,5,506
CUST_0040,2024-05-01,83,898,5,517
CUST_0040,2024-06-01,90,1138,7,267
CUST_0040,2024-07-01,77,1863,6,187
CUST_0040,2024-08-01,70,1589,5,306
CUST_0040,2024-09-01,67,1030,5,631
CUST_0040,2024-10-01,52,1102,4,364
CUST_0040,2024-11-01,55,1254,3,439
CUST_0040,2024-12-01,46,1023,4,285
CUST_0040,2025-01-01,42,609,4,398
CUST_0041,2024-12-01,8,89,5,34
CUST_0041,2025-01-01,7,152,3,68
CUST_0042,2023-02-01,106,1264,6,643
CUST_0042,2023-03-01,103,1675,6,391
CUST_0042,2023-04-01,105,2002,9,339
CUST_0042,2023-05-01,104,1457,8,609
CUST_0042,2023-06-01,91,2146,6,696
CUST_0042,2023-07-01,86,941,6,406
CUST_0042,2023-08-01,102,2129,8,300
CUST_0042,2023-09-01,85,1010,7,252
CUST_0042,2023-10-01,82,1178,5,574
CUST_0042,2023-11-01,82,1169,7,207
CUST_0042,2023-12-01,75,962,5,641
CUST_0042,2024-01-01,82,1504,6,434
CUST_0042,2024-02-01,97,1229,6,750
CUST_0042,2024-03-01,69,797,5,565
CUST_0042,2024-04-01,82,737,4,773
CUST_0042,2024-05-01,70,1137,3,338
CUST_0042,2024-06-01,63,1113,6,475
CUST_0042,2024-07-01,63,1436,5,307
CUST_0042,2024-08-01,63,1227,2,609
CUST_0043,2023-06-01,116,2750,9,951
CUST_0043,2023-07-01,138,3422,10,658
CUST_0043,2023-08-01,130,2216,7,538
CUST_0043,2023-09-01,121,2239,7,937
CUST_0043,2023-10-01,134,3325,10,560
CUST_0043,2023-11-01,130,2298,9,1171
CUST_0043,2023-12-01,124,1674,10,921
CUST_0043,2024-01-01,118,1777,10,1021
CUST_0043,2024-02-01,124,2769,9,960
CUST_0043,2024-03-01,134,1717,9,954
CUST_0043,2024-04-01,145,3021,9,1335
CUST_0043,2024-05-01,129,2496,8,701
CUST_0043,2024-06-01,144,2644,10,415
CUST_0043,2024-07-01,122,2579,8,706
CUST_0043,2024-08-01,141,2178,9,1101
CUST_0043,2024-09-01,125,2284,8,1066
CUST_0043,2024-10-01,149,2680,10,676
CUST_0043,2024-11-01,132,1499,8,843
CUST_0043,2024-12-01,109,2635,9,1041
CUST_0043,2025-01-01,134,3091,10,1050
CUST_0044,2024-06-01,23,337,7,46
CUST_0044,2024-07-01,21,438,8,104
CUST_0044,2024-08-01,21,437,5,143
CUST_0044,2024-09-01,23,310,8,146
CUST_0044,2024-10-01,18,427,5,90
CUST_0044,2024-11-01,23,382,7,137
CUST_0044,2024-12-01,17,397,5,152
CUST_0044,2025-01-01,18,330,6,140
CUST_0045,2023-02-01,19,280,7,79
CUST_0045,2023-03-01,22,410,7,110
CUST_0045,2023-04-01,19,374,8,185
CUST_0045,2023-05-01,13,197,3,78
CUST_0045,2023-06-01,17,164,6,136
CUST_0045,2023-07-01,16,371,5,123
CUST_0045,2023-08-01,15,287,5,76
CUST_0045,2023-09-01,14,120,6,130
CUST_0045,2023-10-01,16,214,6,80
CUST_0045,2023-11-01,16,148,4,54
CUST_0045,2023-12-01,15,256,4,56
CUST_0045,2024-01-01,15,356,6,61
CUST_0045,2024-02-01,14,139,5,105
CUST_0045,2024-03-01,12,121,4,33
CUST_0045,2024-04-01,11,248,3,86
CUST_0045,2024-05-01,9,222,2,40
CUST_0045,2024-06-01,9,99,2,44
CUST_0045,2024-07-01,10,132,3,93
CUST_0045,2024-08-01,6,108,2,49
CUST_0045,2024-09-01,6,102,2,29
CUST_0045,2024-10-01,4,74,0,34
CUST_0045,2024-11-01,5,40,1,38
CUST_0045,2024-12-01,6,60,3,15
CUST_0045,2025-01-01,5,60,1,37
CUST_0046,2024-08-01,280,5676,9,2785
CUST_0046,2024-09-01,278,4639,11,2588
CUST_0046,2024-10-01,286,2749,11,1305
CUST_0046,2024-11-01,258,3782,10,1732
CUST_0046,2024-12-01,271,5732,11,1688
CUST_0046,2025-01-01,270,4808,10,2386
CUST_0047,2024-09-01,17,381,6,109
CUST_0047,2024-10-01,21,435,8,127
CUST_0047,2024-11-01,20,224,7,127
CUST_0047,2024-12-01,15,182,6,46
CUST_0047,2025-01-01,16,158,5,124
CUST_0048,2023-09-01,11,139,4,31
CUST_0048,2023-10-01,12,195,2,37
CUST_0048,2023-11-01,13,155,6,61
CUST_0048,2023-12-01,5,46,2,38
CUST_0048,2024-01-01,4,62,2,33
CUST_0048,2024-02-01,7,97,3,27
CUST_0048,2024-03-01,3,52,1,12
CUST_0048,2024-04-01,6,127,2,37
CUST_0048,2024-05-01,1,20,1,2
CUST_0048,2024-06-01,1,13,1,5
CUST_0048,2024-07-01,1,21,0,8
CUST_0048,2024-08-01,1,23,0,5
CUST_0048,2024-09-01,1,12,0,6
CUST_0048,2024-10-01,1,15,1,3
CUST_0048,2024-11-01,1,23,0,9
CUST_0048,2024-12-01,1,13,1,7
CUST_0048,2025-01-01,1,12,1,4
CUST_0049,2023-11-01,105,1474,9,446
CUST_0049,2023-12-01,104,1764,9,957
CUST_0049,2024-01-01,109,2615,9,796
CUST_0049,2024-02-01,109,1268,10,1065
CUST_0049,2024-03-01,96,1528,9,713
CUST_0049,2024-04-01,90,997,8,356
CUST_0049,2024-05-01,106,875,10,904
CUST_0049,2024-06-01,99,1204,10,370
CUST_0049,2024-07-01,95,902,8,820
CUST_0049,2024-08-01,100,1371,10,307
CUST_0049,2024-09-01,106,1211,10,944
CUST_0049,2024-10-01,97,802,11,653
CUST_0049,2024-11-01,104,1096,9,690
CUST_0049,2024-12-01,106,2073,9,757
CUST_0049,2025-01-01,106,2251,11,422
CUST_0050,2024-10-01,15,218,8,42
CUST_0050,2024-11-01,13,120,6,29
CUST_0050,2024-12-01,14,120,9,57
CUST_0050,2025-01-01,13,183,7,121
CUST_0051,2023-08-01,143,3555,12,681
CUST_0051,2023-09-01,130,2045,10,562
CUST_0051,2023-10-01,146,2793,12,812
CUST_0051,2023-11-01,142,2935,11,563
CUST_0051,2023-12-01,148,3030,10,905
CUST_0051,2024-01-01,138,2176,11,638
CUST_0051,2024-02-01,135,2713,11,333
CUST_0051,2024-03-01,142,1552,10,577
CUST_0051,2024-04-01,131,2718,10,446
CUST_0051,2024-05-01,130,2972,12,481
CUST_0051,2024-06-01,132,1861,11,1021
CUST_0051,2024-07-01,148,3441,12,457
CUST_0051,2024-08-01,136,3296,10,722
CUST_0051,2024-09-01,127,2055,9,860
CUST_0051,2024-10-01,135,3221,10,481
CUST_0051,2024-11-01,123,1612,8,892
CUST_0051,2024-12-01,132,1561,10,697
CUST_0051,2025-01-01,114,1922,10,938
CUST_0052,2024-09-01,104,980,8,490
CUST_0052,2024-10-01,123,2684,12,1019
CUST_0052,2024-11-01,110,1677,9,1046
CUST_0052,2024-12-01,105,2042,7,225
CUST_0052,2025-01-01,125,3068,9,1143
CUST_0053,2024-08-01,205,1762,7,686
CUST_0053,2024-09-01,191,1886,6,968
CUST_0053,2024-10-01,206,3879,5,1630
CUST_0053,2024-11-01,179,1560,6,1323
CUST_0053,2024-12-01,180,3235,6,755
CUST_0053,2025-01-01,201,3912,7,1051
CUST_0054,2024-10-01,191,2079,8,544
CUST_0054,2024-11-01,206,4143,9,1458
CUST_0054,2024-12-01,172,2962,8,1663
CUST_0054,2025-01-01,219,2505,11,1608
CUST_0055,2024-02-01,96,2261,11,299
CUST_0055,2024-03-01,98,1938,10,613
CUST_0055,2024-04-01,96,920,9,227
CUST_0055,2024-05-01,95,877,12,622
CUST_0055,2024-06-01,102,1905,12,889
CUST_0055,2024-07-01,96,1464,12,946
CUST_0055,2024-08-01,101,1214,12,762
CUST_0055,2024-09-01,93,1662,10,545
CUST_0055,2024-10-01,102,1380,11,749
CUST_0055,2024-11-01,103,1379,12,650
CUST_0055,2024-12-01,98,1269,12,379
CUST_0055,2025-01-01,96,1611,11,355
CUST_0056,2023-12-01,113,1555,8,742
CUST_0056,2024-01-01,95,2153,4,506
CUST_0056,2024-02-01,105,1192,5,571
CUST_0056,2024-03-01,76,1410,4,251
CUST_0056,2024-04-01,85,912,6,668
CUST_0056,2024-05-01,87,1407,4,205
CUST_0056,2024-06-01,75,1823,5,677
CUST_0056,2024-07-01,80,1698,6,707
CUST_0056,2024-08-01,74,1539,4,537
CUST_0056,2024-09-01,86,1703,5,177
CUST_0056,2024-10-01,87,1030,5,630
CUST_0056,2024-11-01,57,1355,6,231
CUST_0056,2024-12-01,63,1360,3,546
CUST_0056,2025-01-01,73,1079,4,256
CUST_0057,2023-10-01,54,925,12,445
CUST_0057,2023-11-01,52,1229,9,469
